subject,method,lambda_stability,band,mean_score,session_std,weight
sub-008,FBCSP-equal,0.5,28-32Hz,0.553973780356759,0.06505618526983573,1.0
sub-008,FBCSP-equal,0.5,32-36Hz,0.516364710939179,0.043822127289615535,1.0
sub-008,FBCSP-equal,0.5,36-40Hz,0.5370156350741457,0.04696008180028701,1.0
sub-008,FBCSP-innerLOSO-weighted,0.5,4-8Hz,0.49253297603696544,0.020650969910175274,0.01718635853373071
sub-008,FBCSP-innerLOSO-weighted,0.5,8-12Hz,0.5128289544379969,0.02279559187862062,0.04633165568480678
sub-008,FBCSP-innerLOSO-weighted,0.5,12-16Hz,0.5253121641951429,0.03407304983221515,0.08526674923251039
sub-008,FBCSP-innerLOSO-weighted,0.5,16-20Hz,0.5261630265420159,0.043426684993332146,0.08888645014727525
sub-008,FBCSP-innerLOSO-weighted,0.5,20-24Hz,0.5423344482054588,0.04977283982973041,0.19588614514049457
sub-008,FBCSP-innerLOSO-weighted,0.5,24-28Hz,0.48888539651837526,0.015041970346113036,0.014380693878858769
sub-008,FBCSP-innerLOSO-weighted,0.5,28-32Hz,0.553973780356759,0.06505618526983573,0.3459377609351956
sub-008,FBCSP-innerLOSO-weighted,0.5,32-36Hz,0.516364710939179,0.043822127289615535,0.05506921535846104
sub-008,FBCSP-innerLOSO-weighted,0.5,36-40Hz,0.5370156350741457,0.04696008180028701,0.15105497108866678
sub-008,Stable-FBCSP-V2,0.5,4-8Hz,0.49253297603696544,0.020650969910175274,0.04092457004057537
sub-008,Stable-FBCSP-V2,0.5,8-12Hz,0.5128289544379969,0.02279559187862062,0.10282768726072107
sub-008,Stable-FBCSP-V2,0.5,12-16Hz,0.5253121641951429,0.03407304983221515,0.13069849784583382
sub-008,Stable-FBCSP-V2,0.5,16-20Hz,0.5261630265420159,0.043426684993332146,0.10023190407124082
sub-008,Stable-FBCSP-V2,0.5,20-24Hz,0.5423344482054588,0.04977283982973041,0.17935780627996092
sub-008,Stable-FBCSP-V2,0.5,24-28Hz,0.48888539651837526,0.015041970346113036,0.04116489717516742
sub-008,Stable-FBCSP-V2,0.5,28-32Hz,0.553973780356759,0.06505618526983573,0.19181206901913336
sub-008,Stable-FBCSP-V2,0.5,32-36Hz,0.516364710939179,0.043822127289615535,0.061297524582903176
sub-008,Stable-FBCSP-V2,0.5,36-40Hz,0.5370156350741457,0.04696008180028701,0.15168504372446404
sub-009,FBCSP-equal,0.5,4-8Hz,0.5089673913043479,0.03083869207848369,1.0
sub-009,FBCSP-equal,0.5,8-12Hz,0.4847916666666667,0.02046656317834857,1.0
sub-009,FBCSP-equal,0.5,12-16Hz,0.5159420289855072,0.047128977462896154,1.0
sub-009,FBCSP-equal,0.5,16-20Hz,0.5489855072463768,0.030099603608122506,1.0
sub-009,FBCSP-equal,0.5,20-24Hz,0.5030751811594203,0.015926140669358532,1.0
sub-009,FBCSP-equal,0.5,24-28Hz,0.5101902173913043,0.02529392142415532,1.0
sub-009,FBCSP-equal,0.5,28-32Hz,0.5106657608695653,0.018495690908196697,1.0
sub-009,FBCSP-equal,0.5,32-36Hz,0.519008152173913,0.013839734204531528,1.0
sub-009,FBCSP-equal,0.5,36-40Hz,0.49859148550724636,0.024676727288351546,1.0
sub-009,FBCSP-innerLOSO-weighted,0.5,4-8Hz,0.5089673913043479,0.03083869207848369,0.05159963986964932
sub-009,FBCSP-innerLOSO-weighted,0.5,8-12Hz,0.4847916666666667,0.02046656317834857,0.01188403862924147
sub-009,FBCSP-innerLOSO-weighted,0.5,12-16Hz,0.5159420289855072,0.047128977462896154,0.07881639237072409
sub-009,FBCSP-innerLOSO-weighted,0.5,16-20Hz,0.5489855072463768,0.030099603608122506,0.5864131921279834
sub-009,FBCSP-innerLOSO-weighted,0.5,20-24Hz,0.5030751811594203,0.015926140669358532,0.03607679585055519
sub-009,FBCSP-innerLOSO-weighted,0.5,24-28Hz,0.5101902173913043,0.02529392142415532,0.055577771682775834
sub-009,FBCSP-innerLOSO-weighted,0.5,28-32Hz,0.5106657608695653,0.018495690908196697,0.05720638852497972
sub-009,FBCSP-innerLOSO-weighted,0.5,32-36Hz,0.519008152173913,0.013839734204531528,0.09494926857091672
sub-009,FBCSP-innerLOSO-weighted,0.5,36-40Hz,0.49859148550724636,0.024676727288351546,0.02747651237317429
sub-009,Stable-FBCSP-V2,0.5,4-8Hz,0.5089673913043479,0.03083869207848369,0.04138213564477782
sub-009,Stable-FBCSP-V2,0.5,8-12Hz,0.4847916666666667,0.02046656317834857,0.01641266099046461
sub-009,Stable-FBCSP-V2,0.5,12-16Hz,0.5159420289855072,0.047128977462896154,0.0269183708767055
sub-009,Stable-FBCSP-V2,0.5,16-20Hz,0.5489855072463768,0.030099603608122506,0.48886632529532864
sub-009,Stable-FBCSP-V2,0.5,20-24Hz,0.5030751811594203,0.015926140669358532,0.06320824808998221
